train_r2,test_r2
0.8241665771610093,0.7785125492334226
0.8258035445108963,0.7157659027063554
0.8220353645579556,0.8226551962959348
0.8222770934190324,0.8149749356985728
0.8197829994457579,0.8361465085899611
0.8218786457796732,0.8196205614051197
0.8077879872513096,0.8730443015110917
0.8325336478750781,0.5081008582871434
0.8147770243054235,0.8732129225784178
0.8270625637508788,0.7221498878224605
0.8286504515986248,0.7262415030673955
0.8265454063499804,0.7655329186905535
0.8245993280245449,0.7909451434651141
0.8099124913333545,0.8848015793087091
0.8111473869164594,0.8778700873331833
0.8317521011684792,0.5196691438187517
0.8038798275915596,0.9191231981655882
0.8125775826998147,0.889552149204552
0.8135770161574019,0.890649571172537
0.8239795673624404,0.8017200546682928
0.8285931481897465,0.6293485485015677
0.8388267214153622,0.4626770938226592
0.8258613676024323,0.7404889295468058
0.8248483748709037,0.7886603898529421
0.8320611214324776,0.7055992608214724
0.8225804963460047,0.8166881489807667
0.8172831114899693,0.8416009501073787
0.8256779500920521,0.7612916775448632
0.8358450380680715,0.529873580599601
0.8252662781398064,0.7773039164461388
0.8298845303758003,0.3856055224323993
0.8183098780243542,0.8472568373665902
0.8358638948766843,0.6402849006695768
0.8090349164665915,0.9079556252271994
0.8187496607507381,0.8631110265974142
0.8216903704976969,0.8195965144081507
0.8293728858002981,0.713411821473646
0.8303844168892669,0.6935042234983253
0.8214113531133285,0.828016308752198
0.8257041724932075,0.7922954364537284
0.8271391459124676,0.7399517656856677
0.8210289259874733,0.8321029524643637
0.8357383372180615,0.6222599292802767
0.8126464443279143,0.8923640058462078
0.8137717988662203,0.8886436045959748
0.8224404139685847,0.8178933010129034
0.8249570953239105,0.7939560317567124
0.8243331183527853,0.7774266762005528
0.8223745650459218,0.8175270214636747
0.8111416910413484,0.8725968383679745
0.8296089702644133,0.7397225359566115
0.8264521480637271,0.739328026208369
0.8146067134084232,0.8500169880885456
0.8229141042320336,0.8133930566344277
0.8278815679355731,0.7044341636305451
0.8275973892072165,0.7367720141593115
0.8267508509023439,0.7242369678614318
0.8343943651631921,0.4610530662506914
0.82103801501314,0.8396998126683118
0.8235218631642488,0.8109540908251416
0.8275558488936879,0.6996457681104504
0.8133445679147328,0.8852159685360121
0.8277870256975539,0.6297257855761127
0.8153010028549932,0.8756951882057135
0.8273138138852484,0.7231757422467135
0.8278918211809889,0.7479438251574033
0.8335029287745104,0.5882582628096853
0.8320860287727302,0.6995703757611873
0.8303708621027697,0.7471997599338608
0.8217108480151687,0.8252114706830828
0.8011111396747043,0.9384096299694645
0.8123152861093087,0.887132830019192
0.8240896597483319,0.7878368195185107
0.8107688408746804,0.8833360190392054
0.81562994144131,0.9049309206821543
0.8247660852611404,0.7940241106643755
0.8132650992629021,0.8862288021312669
0.8044028393236667,0.8785085795175624
0.8046398016773677,0.8928017140401938
0.8128934046598072,0.8646162459823932
0.8204769883619009,0.8367958527330005
0.82562416132093,0.7941192986737069
0.7955456836002873,0.899429928468485
0.8273167368035574,0.7638002003375072
0.8280836453484104,0.7431920389071338
0.8263307265637557,0.779072037515087
0.8122276375949289,0.8640338281420934
0.8247858877073714,0.7904078321105206
0.8102669346233436,0.9105747592674128
0.8204495742854114,0.8377473251282261
0.8291480150011474,0.682937271089843
0.8293921620506749,0.6674075510041082
0.8357831437220371,0.5171995865448921
0.8351267450144074,0.6225149312667836
0.8230318571768873,0.8118694954655692
0.82675516378134,0.7206351549054149
0.8217980967963331,0.8246507701871161
0.8176667801021378,0.8379436265101687
0.8322480302934854,0.6849807748712549
0.8177968444036574,0.8616348941493692
0.8157544534952891,0.8712132647632058
0.8279253722321377,0.7007514349576521
0.8005348740370921,0.8953409647047035
0.8254843733210605,0.765795646926421
0.8279981451781535,0.7041841618469961
0.823606948244602,0.7986725759778912
0.7990791326621637,0.9057447580676615
0.8282645720207538,0.7077631757682741
0.8109432209059342,0.8911310026180661
0.8166445050454191,0.8594530809477656
0.8275636325964443,0.7636121348897621
0.8280321523574011,0.7170081697425709
0.8314553139112184,0.7188672500005322
0.8215379467171654,0.8263319088344268
0.8107110633748912,0.9004484467723386
0.8214999670290006,0.827099186090706
0.8269748290585326,0.7426024574996126
0.8207584036339916,0.8327487410677368
0.8150900351722865,0.8880685789275529
0.8249570021932247,0.7800641667678172
0.8258926665977321,0.7330611960422146
0.8221226636520272,0.8183576550236865
0.822748255522367,0.8073318720211036
0.8240079064568948,0.7947104386179903
0.8241710171990357,0.8017089957202491
0.8037364851155037,0.8906717014855233
0.8319619131208013,0.6881990816869807
0.827688027953837,0.7463053308190859
0.8288472227156498,0.7483221238686747
0.8242783216360811,0.7995029045380104
0.82337894647626,0.8101713857453338
0.826351922257947,0.768296791135452
0.8167188557254561,0.879532619432369
0.8370808721123145,0.5913404896192049
0.8323035834677575,0.5878341716726078
0.8367160942808158,0.6757150905207802
0.8205368284287033,0.8402893347762048
0.8144144149245698,0.8775404400712103
0.8248295608324863,0.7949004168225239
0.8196888530355543,0.839595610965195
0.8132309691574242,0.8808711976145815
0.8215483303544832,0.8283326306275802
0.8265717376377391,0.7604461884152941
0.8270454896242192,0.74858488876139
0.8230179625481049,0.8044531018059657
0.8102016457140797,0.9251888887517621
0.826766520279399,0.7957706464688666
0.8222096959066725,0.8204392191428841
0.8132648960974426,0.8739648234858688
0.8146744050409458,0.8797519969612955
0.8094616360897509,0.8807005206546888
0.8186391205539655,0.8686887549275374
0.7973854738571715,0.891370774229864
0.8124970406328871,0.859985323753004
0.81996667719744,0.8458478111503666
0.8198326456654317,0.8400394193638028
0.8241988438313248,0.7995124774799413
0.830519494339153,0.6446654077418938
0.811134007315782,0.8590348923264666
0.8054902802745811,0.8816477806040779
0.8292950017356617,0.7192593242639728
0.824061245728445,0.8069138985124044
0.813104399127653,0.8913112080219519
0.8216580081983257,0.8234048932912491
0.8173499819973183,0.8645843000305568
0.8145105404261663,0.8859276942898211
0.820879794525504,0.8325095763562211
0.8277500371179554,0.7314960562411161
0.8190376872581486,0.8500049620588321
0.8150260586413622,0.8787102178304462
0.8052488148476575,0.9112363565062868
0.8373288782094541,0.5628274367575018
0.8194328263963778,0.8414913555657219
0.83512758017249,0.5146624778375988
0.807836680084254,0.8837572496947959
0.8150276698530133,0.8754033921727069
0.8141435780619959,0.8698352299980011
0.8051469018478431,0.8852945873975976
0.822075379784051,0.8217886139467023
0.8209815381483105,0.8302542274889757
0.8285437405931673,0.7000727446048619
0.8302087017594308,0.6722326771314777
0.817906322014601,0.854755020430954
0.8282772637032875,0.6686525264627922
0.8280114883445394,0.7654450680838019
0.8090395937081744,0.9120724479046819
0.8215101478746757,0.8261622108306133
0.8224741126540568,0.8184840194495823
0.8138967031809053,0.8834436505636253
0.8179840204868288,0.859331684046727
0.8286773611396278,0.7658728874115395
0.8218733440792283,0.8225660659674137
0.825603405663529,0.6684988881601118
0.8104865297543336,0.8727676243500928
0.817258558777576,0.8460859585048452
0.8141418985547861,0.8658705104189214
0.8398341538820775,0.5141778261050483
0.8160463573148135,0.8827713764064712
0.8126555209719164,0.8975881803162545
0.8203731198324216,0.8378749892859524
0.8148319319351827,0.8731465794054982
0.8120598975506637,0.8568260199555837
0.8226791812761314,0.8169135908932631
0.8277092868635291,0.7431867109586494
0.8242214627219832,0.8102277469698762
0.8192832149784492,0.8489872280245198
0.8208110314963843,0.835409292243201
0.8152827313214028,0.8803647533240182
0.8082024274937776,0.8865806309472194
0.8228142112923904,0.8071288867755234
0.8334879698241253,0.5241753292537135
0.8255827550330008,0.733692684902874
0.8276507838196177,0.7060121268141712
0.7919791239003177,0.9390861221312486
0.813434021751969,0.8524361921664928
0.8292371764959401,0.7220367780501676
0.8193657471387401,0.8483102299791236
0.818229285393886,0.8397792584261512
0.8303157844012309,0.7089098943273958
0.8097026908237984,0.9053997809082397
0.8217264443308604,0.8237359649402758
0.8291846011935584,0.6311022273014063
0.8299281169933008,0.6867790148862
0.8249031235407507,0.794219023527305
0.8156515530137978,0.8503541230084124
0.8253374795190042,0.7379427261311368
0.8371383374839404,0.4923320131164892
0.8187116138556441,0.8619207318535864
0.8129162742609479,0.886992400017891
0.8285642673305327,0.7402350164600783
0.8196075120871664,0.8511426163729843
0.8281429016309898,0.6269202335108826
0.8147170128363725,0.8902238196235739
0.8283597037007816,0.711938510004728
0.8222694223172851,0.8203231415294726
0.8212754545685033,0.8291386966876123
0.8216761413898196,0.8252617495916581
0.8220814067137454,0.818972061157952
0.8360938400501613,0.5669215575429198
0.8017536375521181,0.9336301969494373
0.8252027015450508,0.7827293742714747
0.8262162286146996,0.7921831645259367
0.8219110311982833,0.8213457764331044
0.8060508322655704,0.8955956006652296
0.8285796406470719,0.7201334541458846
0.8290415771446152,0.6812804086297912
0.8258691881542881,0.7751000069563855
0.815875898011831,0.8861437864566599
0.8157809225078352,0.8495413757577519
0.8287431468713191,0.7205732174911585
0.8320933963316492,0.4730796693250956
0.8196520389214444,0.8456342810352182
0.8277933454247668,0.7544675384144667
0.8340866317136985,0.621355919211465
0.8207386349983979,0.8327482080297021
0.8191880353621995,0.8555491844703792
0.8240329376758808,0.799569166636211
0.8220805822144973,0.8037228801140983
0.8208413500309464,0.8281208630795337
0.8275224391217684,0.6843254112802355
0.8333486386003472,0.6971800467563283
0.8237420902092931,0.8062131189623207
0.8067546547403788,0.9010694555826129
0.8195519552612242,0.8512298647605046
0.8095605241717072,0.9200225655543746
0.8125744029454622,0.8686114734760626
0.8167249601963582,0.8686500892968612
0.822460823364448,0.8125756126548931
0.8240917712440095,0.8044383449657887
0.8306588668945039,0.6594820470726738
0.8136369309886811,0.9108436184310382
0.8285477329197005,0.680432516831948
0.8180582975539705,0.8687819362881977
0.8191911959287285,0.8449393901404139
0.8149968192985986,0.8624536727399547
0.8273203833571029,0.743378471755682
0.8108840803898469,0.8640162496402951
0.7913911240646485,0.9078339136719967
0.8215824497151925,0.8126456270290342
0.831478444601924,0.5987868605793815
0.8269538431655991,0.7647983243952843
0.8091153408078546,0.8713266892130536
0.8047082601574154,0.9071155168774339
0.8131738921867914,0.8947942797426494
0.823814159043141,0.7980374582947541
0.8251858204963449,0.7817626881826121
0.8151339837793571,0.8753419623057253
0.826272800008268,0.7760846115749113
0.8137466383469296,0.8839089426876896
0.8196407695920422,0.849523035012469
0.8257219931297686,0.7859150200376136
0.826164681535428,0.7257991539234057
0.8317119198552517,0.5573479437023173
0.7813345036565688,0.9044297660562514
0.8199481125000229,0.8188655232602015
0.8114059805728409,0.860435316131089
0.8208971319518238,0.8385792960544654
0.8342901628691897,0.6136071968484291
0.8179068491971186,0.8642939869555
0.8221420997684119,0.8213957357504701
0.8216744277988387,0.8264482572297023
0.8197606484910558,0.839972567254568
0.8231936897901612,0.8076449036883429
0.8298026712368856,0.7316791281648921
0.8267084336532071,0.7630782638862458
0.8293893608112096,0.7364543072237921
0.8055202998829363,0.8809545508789274
0.8298777775746208,0.7686408402866084
0.8140348089097293,0.8875361044932422
0.8202858096321793,0.8481136721454797
0.822927122260011,0.8080366311603677
0.8160594341360347,0.8638920467233777
0.8094518785261123,0.8947391200325805
0.8344841902762077,0.6072925488236746
0.8114130885702469,0.8999962032276023
0.829463948296939,0.662403521169256
0.8288866161675666,0.7225073254967885
0.8295290416619406,0.7387823999137939
0.8161941003638308,0.8696511154344838
0.8374771622178936,0.4571340422911484
