AAM,RAM,rAM,dAM,rAR ,RDen,dDen ,ATm,mTm,RTm,dTm,MCp,dCp,AIE,dIE ,MEN,dEN ,rLP ,dLP ,mVEC,dVEC,AsVEC,fs,MpVEC,fp,mdVEC,RdVEC, H,S/R,PHSS,N,Class,Alloy,Dmax,Tg,Tx,Tl
0.407908048,0.271936663,0.632201187,0.291810716,0.594178659,0.290812631,0.285764226,0.402384743,0.2,0.51085245,0.50464452,0.292503408,0.223175418,0.47897232,0.39901817,0.485483871,0.456956586,0.287118327,0.289570131,0.32,0.463563167,0.614705882,0.299567809,0.4,0.208941878,0.2,0.8,0.515052236,0.435134034,0.734370639,0.3,1,Cu52.5Zr42.5Ga5,2,733,777,1187
0.316292299,0.305437148,0.425403329,0.373246983,0.414559333,0.417742182,0.55360539,0.311054433,0.38186629,0.273629419,0.356356724,0.295638346,0.23008451,0.494328696,0.434923671,0.485483871,0.595036708,0.232315041,0.371986903,0.26,0.566969914,0.607647059,0.310285695,0.2,0.2,0.2,0.8,0.590398292,0.477804884,0.699430292,0.3,1,Cu54.5Mg18.2Ca27.3,1,401,423,884
0.311159715,0.305437148,0.425403329,0.397167646,0.414559333,0.417742182,0.550797457,0.307255136,0.38186629,0.273629419,0.376030965,0.295638346,0.225936781,0.516751117,0.398848397,0.485483871,0.558922734,0.232315041,0.357384816,0.26,0.566969914,0.607647059,0.310285695,0.2,0.2,0.2,0.8,0.601306283,0.477804884,0.726180707,0.3,1,Cu54.5Mg27.3Ca18.2,0.5,402,419,921
0.402986415,0.365589104,0.465739449,0.31842149,0.594178659,0.35680253,0.299866028,0.405216574,0.473286856,0.351861317,0.432237469,0.269786461,0.220427393,0.497975516,0.369413013,0.5,0.441581046,0.338794275,0.285924683,0.38,0.436449006,0.588235294,0.285476718,0.2,0.2,0.32,0.68,0.540944282,0.49511338,0.739482565,0.4,1,Cu54Ag6Zr33Ti7,6,709,738,1135
0.396750295,0.365589104,0.465739449,0.321380997,0.594178659,0.35680253,0.305743259,0.404263793,0.473286856,0.351861317,0.428497949,0.269786461,0.219987126,0.499152065,0.367457184,0.5,0.43495226,0.338794275,0.286739075,0.38,0.436449006,0.588235294,0.285476718,0.2,0.2,0.32,0.68,0.546077713,0.500015655,0.742250358,0.4,1,Cu55Ag5Zr30Ti10,3,704,733,1149
0.387957865,0.317362081,0.519047747,0.309942542,0.594178659,0.32870479,0.302655404,0.409626342,0.509306173,0.330906223,0.417131838,0.302044525,0.223325215,0.499666403,0.368015989,0.490322581,0.434306393,0.325880114,0.289182216,0.38,0.435536187,0.605882353,0.289933073,0.2,0.2,0.32,0.68,0.534090909,0.500015655,0.736317949,0.4,1,Cu55Ni5Zr30Ti10,2,717,750,1204
0.416220061,0.320163687,0.561431572,0.31010258,0.594178659,0.30173953,0.282610423,0.400293753,0.473286856,0.351861317,0.442159321,0.269786461,0.221226395,0.501849127,0.369006182,0.5,0.447831643,0.351845825,0.286369992,0.38,0.424022226,0.574117647,0.279052316,0.2,0.2,0.32,0.68,0.534240469,0.458630464,0.740223956,0.3,1,Cu54Zr36Ag10,6,719,759,1146
0.405433732,0.271936663,0.632201187,0.291926339,0.594178659,0.290812631,0.284840588,0.398196753,0.2,0.51085245,0.505932987,0.292503408,0.223176389,0.483360269,0.398120162,0.485483871,0.45259956,0.287118327,0.292343562,0.32,0.456890415,0.605882353,0.294886364,0.4,0.208741259,0.2,0.8,0.517760264,0.433166951,0.735828402,0.3,1,Cu55Zr40Ga5,2,736,779,1193
0.407355846,0.271936663,0.632201187,0.292835014,0.594178659,0.290812631,0.282941853,0.408119217,0.2,0.51085245,0.469732,0.292503408,0.222239914,0.48591187,0.389529384,0.485483871,0.458103478,0.287118327,0.288210799,0.32,0.453862113,0.605882353,0.294517862,0.4,0.204356666,0.2,0.8,0.51875,0.415209744,0.738276381,0.3,1,Cu55Zr42.5Ga2.5,1,709,762,1199
0.402959417,0.271936663,0.632201187,0.291745495,0.594178659,0.290812631,0.283718319,0.394008763,0.2,0.51085245,0.506715039,0.292503408,0.223123777,0.487748219,0.396809503,0.485483871,0.447620472,0.287118327,0.295113352,0.32,0.449893102,0.597058824,0.290410373,0.4,0.208549444,0.2,0.8,0.521100623,0.430397366,0.737837552,0.3,1,Cu57.5Zr37.5Ga5,1,745,785,1241
0.41146517,0.320163687,0.561431572,0.306773896,0.594178659,0.30173953,0.280673223,0.401095102,0.473286856,0.351861317,0.439469488,0.269786461,0.221111953,0.502572415,0.36985157,0.5,0.44732099,0.351845825,0.287610514,0.38,0.424022226,0.574117647,0.279052316,0.2,0.2,0.32,0.68,0.532907625,0.441856019,0.74112741,0.3,1,Cu57Zr36Ag7,4,712,755,1156
0.424054572,0.570190353,0.350152749,0.526715455,0.594178659,0.455817987,0.367227107,0.414900825,0.509306173,0.395388685,0.469007239,0.286597001,0.2231307,0.509627691,0.343614313,0.485483871,0.413168384,0.338794275,0.289629114,0.38,0.436449006,0.588235294,0.285476718,0.2,0.2,0.32,0.68,0.580058651,0.463487741,0.762181857,0.3,1,Cu60Hf17.5Ti22.5,3,732,755,1229
0.435731808,0.570190353,0.350152749,0.529055415,0.594178659,0.455817987,0.363674623,0.417972315,0.509306173,0.395388685,0.476239686,0.286597001,0.224085142,0.509615637,0.343645847,0.485483871,0.420368826,0.338794275,0.289209417,0.38,0.436449006,0.588235294,0.285476718,0.2,0.2,0.32,0.68,0.577419355,0.464418901,0.760213944,0.3,1,Cu60Hf20Ti20,4,740,767,1211
0.45908628,0.570190353,0.350152749,0.527274514,0.594178659,0.455817987,0.353999663,0.424115295,0.509306173,0.395388685,0.488593099,0.286597001,0.225811274,0.509591527,0.343708886,0.485483871,0.43401275,0.338794275,0.288300606,0.38,0.436449006,0.588235294,0.285476718,0.2,0.2,0.32,0.68,0.572140762,0.460664297,0.756571407,0.3,1,Cu60Hf25Ti15,4,730,790,1177
0.420030568,0.570190353,0.350152749,0.453973779,0.594178659,0.455817987,0.336697314,0.413819008,0.509306173,0.395388685,0.456241841,0.286597001,0.222565739,0.503427503,0.361160512,0.485483871,0.438340418,0.338794275,0.28831201,0.38,0.436449006,0.588235294,0.285476718,0.2,0.2,0.32,0.68,0.551026393,0.505618523,0.742138367,0.4,1,Cu60Zr20Hf10Ti10,0.3,754,797,1197
0.388825476,0.317362081,0.519047747,0.308226507,0.594178659,0.324358517,0.302335972,0.405599374,0.509306173,0.330906223,0.423770645,0.269786461,0.219521421,0.500357546,0.36895913,0.485483871,0.434007048,0.338794275,0.288768995,0.38,0.436449006,0.588235294,0.285476718,0.2,0.2,0.32,0.68,0.543108504,0.448868361,0.746070905,0.3,1,Cu60Zr30Ti10,4,720,757,1160
0.393476632,0.317362081,0.519047747,0.304942289,0.594178659,0.324358517,0.295685724,0.406819272,0.509306173,0.330906223,0.426584228,0.269786461,0.219967687,0.499422093,0.371229026,0.485483871,0.440444368,0.338794275,0.288363748,0.38,0.436449006,0.588235294,0.285476718,0.2,0.2,0.32,0.68,0.537565982,0.437146056,0.744136481,0.3,1,Cu60Zr33Ti7,3,740,768,1191
0.400370423,0.271936663,0.632201187,0.293272794,0.594178659,0.269295516,0.275607181,0.402964917,0.509306173,0.330906223,0.433091971,0.269786461,0.220512442,0.504260088,0.371750439,0.485483871,0.446110427,0.351845825,0.290519455,0.38,0.424022226,0.574117647,0.279052316,0.2,0.2,0.32,0.68,0.529489736,0.376196625,0.748273961,0.2,1,Cu64Zr36,2,787,833,1230
0.501677907,0.584373552,0.28291043,0.529160776,0.489794379,0.385543029,0.408399139,0.380393542,0.384892334,0.349210371,0.431198495,0.376101772,0.27176625,0.349000616,0.488068295,0.475806452,0.483255763,0.271604819,0.281965463,0.32,0.519730492,0.8,0.476413658,0.4,0.278294911,0.2,0.62,0.465064516,0.573370639,0.634421933,0.5,1,Dy46Al24Co18Fe2Y10,5,627,677,1023
0.523369048,0.584373552,0.28291043,0.525007927,0.506599674,0.385543029,0.394945049,0.375995212,0.384892334,0.341875065,0.432448238,0.376101772,0.275232338,0.344537124,0.492698044,0.475806452,0.4834078,0.303505697,0.282014126,0.32,0.523079673,0.8,0.475,0.4,0.281168831,0.2,0.62,0.454582111,0.478387239,0.666329273,0.3,1,Dy55Al25Co20,3,635,708,1031
0.520935803,0.598164291,0.279799526,0.530692797,0.489794379,0.386400041,0.406261796,0.392435958,0.384892334,0.347675075,0.440079765,0.395184007,0.282032087,0.360161759,0.470864616,0.475806452,0.473946459,0.350701696,0.265611494,0.32,0.523079673,0.8,0.475,0.4,0.277922078,0.2,0.62,0.455061584,0.53262552,0.643912698,0.4,1,Er50Al24Co20Y6,8,651,702,1078
0.532730647,0.598164291,0.279799526,0.529590956,0.506599674,0.386400041,0.398591423,0.390586149,0.384892334,0.347675075,0.445041079,0.395184007,0.284336582,0.358858233,0.472420068,0.475806452,0.471424327,0.360391891,0.266218278,0.32,0.523079673,0.8,0.475,0.4,0.281168831,0.2,0.62,0.452162757,0.478387239,0.664905349,0.3,1,Er55Al25Co20,5,663,722,1079
0.306572073,0.438416371,0.247769289,0.465972447,0.340961159,0.431576799,0.41528606,0.471633256,0.605887436,0.405729762,0.337181861,0.269786461,0.540416929,0.597061199,0.309887789,0.611290323,0.315116246,0.278263197,0.30715994,0.32,0.407925029,0.794705882,0.358817983,0.6,0.253592696,0.2,0.62,0.495286107,0.597756762,0.620387668,0.7,1,Fe27Co40Zr3Ti3Mo1.5Si1.5B24,1.5,811,856,1379
0.413916146,0.426098754,0.338271233,0.348232404,0.587515041,0.415783298,0.336583804,0.41552095,0.384892334,0.403286934,0.465258449,0.269786461,0.222116272,0.459464429,0.406085841,0.5,0.460973979,0.347664067,0.274734571,0.32,0.486142544,0.651764706,0.320801677,0.4,0.215719151,0.2,0.8,0.508630499,0.539069779,0.724341368,0.5,1,Fe2Zr48Cu34Al8Ag8,10,705,806,1169
0.325399657,0.438416371,0.247769289,0.475291361,0.207465429,0.448074274,0.415270614,0.558064441,0.629638369,0.550047654,0.498859255,0.322944116,0.566391158,0.629241102,0.619743475,0.8,0.432568534,0.278263197,0.315707524,0.32,0.360844948,0.697647059,0.342521994,0.6,0.275408463,0.2,0.62,0.462563783,0.679915762,0.440106974,0.7,1,Fe39Co9Cr15Mo14C15B6Y2,10,838,888,1466
0.325178798,0.438416371,0.247769289,0.475498044,0.207465429,0.448074274,0.415019515,0.558251449,0.629638369,0.550047654,0.498459136,0.322944116,0.56648377,0.629311823,0.619700452,0.8,0.432969957,0.278263197,0.317111047,0.32,0.359447938,0.697647059,0.343024233,0.6,0.275640846,0.2,0.62,0.462691349,0.670334573,0.446859584,0.7,1,Fe41Co7Cr15Mo14C15B6Y2,16,838,875,1436
0.324957939,0.438416371,0.247769289,0.475703441,0.207465429,0.448074274,0.414753494,0.558438456,0.629638369,0.550047654,0.498058667,0.322944116,0.566575919,0.629382545,0.619657389,0.8,0.433368846,0.278263197,0.318526538,0.32,0.358000152,0.697647059,0.343529577,0.6,0.275874666,0.2,0.62,0.46283651,0.658741188,0.455001957,0.7,1,Fe43Co5Cr15Mo14C15B6Y2,9,835,872,1442
0.32473708,0.438416371,0.247769289,0.475907545,0.207465429,0.448074274,0.414472271,0.558625464,0.629638369,0.550047654,0.497657848,0.322944116,0.566667608,0.629453266,0.619614289,0.8,0.433765207,0.278263197,0.31995444,0.32,0.35649954,0.697647059,0.344038055,0.6,0.276109937,0.2,0.62,0.462999267,0.644425861,0.465010521,0.7,1,Fe45Co3Cr15Mo14C15B6Y2,8,834,880,1446
0.322558281,0.438416371,0.247769289,0.381093568,0.337797139,0.448074274,0.394384764,0.440014414,0.204232768,0.797537486,0.564411604,0.257973648,0.41913341,0.652323644,0.486041814,0.8,0.334745387,0.200231885,0.577418158,0.32,0.333457943,0.785882353,0.342342096,0.8,0.282146769,0.2,0.62,0.50521151,0.605972108,0.697094192,0.7,1,Fe46Co30Mo4(P0.45C0.2B0.2Si0.15)20,3,734,775,1233
0.324405791,0.438416371,0.247769289,0.476211259,0.207465429,0.448074274,0.414021297,0.558905975,0.638728232,0.54475941,0.49705596,0.322944116,0.56680428,0.629559349,0.619549571,0.8,0.43435502,0.278263197,0.322120548,0.32,0.354144732,0.697647059,0.344806712,0.6,0.27646559,0.2,0.56,0.463276393,0.611074925,0.488098339,0.6,1,Fe48Cr15Mo14C15B6Y2,7,839,886,1464
0.330009459,0.645016698,0.216146689,0.515170241,0.21781749,0.448074274,0.410695271,0.558919022,0.639607897,0.544247644,0.497028326,0.395184007,0.567986943,0.629186453,0.620620952,0.8,0.433546878,0.278263197,0.321664141,0.32,0.354144732,0.697647059,0.344806712,0.6,0.27646559,0.2,0.56,0.461868768,0.611074925,0.491042879,0.6,1,Fe48Cr15Mo14Er2C15B6,8,844,880,1446
0.308072864,0.429597252,0.250199478,0.46682294,0.402471483,0.393011274,0.396506521,0.480246258,0.629638369,0.367006166,0.350178359,0.257973648,0.540672918,0.599598495,0.302801785,0.553225806,0.288769244,0.278263197,0.331385561,0.32,0.389735666,0.778823529,0.35755223,0.4,0.248398806,0.2,0.62,0.516157859,0.513084457,0.68114263,0.4,1,Fe55.8Co14.2Nb6B24,2,821,868,1477
0.305717029,0.429597252,0.250199478,0.471383747,0.402471483,0.393011274,0.400839191,0.480465339,0.629638369,0.367006166,0.348508222,0.257973648,0.547727811,0.601179281,0.300168851,0.553225806,0.288252818,0.278263197,0.330685234,0.32,0.392605595,0.780588235,0.359139783,0.4,0.250734294,0.2,0.62,0.515257007,0.509041459,0.679298734,0.4,1,Fe56.05Co13.45Nb5.5B25,2.5,821,879,1510
0.306747615,0.429597252,0.250199478,0.463366194,0.402471483,0.393011274,0.396442878,0.478204396,0.629638369,0.367006166,0.34629678,0.257973648,0.540747899,0.601437254,0.296316812,0.553225806,0.2858921,0.278263197,0.331819772,0.32,0.388592523,0.782352941,0.357679489,0.4,0.248185031,0.2,0.62,0.520173109,0.506167855,0.687836134,0.4,1,Fe56.8Co14.2Nb5B24,2,823,868,1496
0.310634175,0.418007962,0.253646043,0.449672509,0.272165813,0.393011274,0.397609679,0.46533045,0.629638369,0.298600168,0.318163507,0.322944116,0.528431453,0.593038108,0.337733504,0.553225806,0.347177412,0.278263197,0.325191453,0.32,0.398317874,0.8,0.363111888,0.4,0.244378698,0.2,0.62,0.53513783,0.51480895,0.65306022,0.4,1,Fe56Co16Y6B22,2.5,882,927,1494
0.321453986,0.438416371,0.247769289,0.381037985,0.337797139,0.448074274,0.393201978,0.440949452,0.204232768,0.797537486,0.563323817,0.257973648,0.419403664,0.652677252,0.485727619,0.8,0.336772658,0.200231885,0.579595428,0.32,0.330485399,0.785882353,0.344551005,0.8,0.283261379,0.2,0.62,0.50457368,0.584630972,0.700865408,0.7,1,Fe56Co20Mo4(P0.45C0.2B0.2Si0.15)20,5,736,778,1220
0.332782514,0.645016698,0.216146689,0.49373118,0.21781749,0.448074274,0.39108598,0.531481103,0.556626242,0.592524197,0.506615796,0.395184007,0.539299914,0.626457245,0.572767874,0.8,0.424059019,0.218868703,0.442730432,0.32,0.346718874,0.732941176,0.347411333,0.6,0.261149613,0.2,0.56,0.48916129,0.602991119,0.573084336,0.7,1,Fe56Mn5Cr7Mo12Er2C12B6,8,793,832,1401
0.310413316,0.418007962,0.253646043,0.449688633,0.272165813,0.393011274,0.397057191,0.465517458,0.629638369,0.298600168,0.317839637,0.322944116,0.528507304,0.59310883,0.337727738,0.553225806,0.347221406,0.278263197,0.326411859,0.32,0.397664264,0.8,0.363656596,0.4,0.244510386,0.2,0.62,0.535683284,0.506869802,0.65666958,0.4,1,Fe58Co14Y6B22,2.5,880,925,1485
0.331385771,0.645016698,0.216146689,0.512812165,0.21781749,0.448074274,0.410201451,0.550895094,0.639607897,0.544247644,0.509630007,0.395184007,0.569286019,0.647461539,0.594732082,0.8,0.421501172,0.278263197,0.321679401,0.32,0.354100914,0.732941176,0.34918635,0.6,0.274155452,0.2,0.56,0.465915689,0.560211974,0.533109464,0.6,1,Fe58Cr5Mo14Er2C15B6,6,793,829,1416
0.326662029,0.645016698,0.216146689,0.496444152,0.21781749,0.448074274,0.39534749,0.534360149,0.639607897,0.544247644,0.502602853,0.395184007,0.548795256,0.634050166,0.582296155,0.8,0.419925428,0.278263197,0.326007354,0.32,0.349771148,0.732941176,0.347160787,0.6,0.265128901,0.2,0.56,0.483159091,0.558174876,0.582491597,0.6,1,Fe60Cr10Mo9C13B6Er2,8,808,848,1421
0.310192457,0.418007962,0.253646043,0.449702192,0.272165813,0.393011274,0.39648346,0.465704465,0.629638369,0.298600168,0.317513822,0.322944116,0.528582709,0.593179552,0.337721841,0.553225806,0.347260796,0.278263197,0.327640738,0.32,0.396984512,0.8,0.364204545,0.4,0.244642857,0.2,0.62,0.536246334,0.497873619,0.660664463,0.4,1,Fe60Co12Y6B22,2.5,881,924,1498
0.335201156,0.438416371,0.247769289,0.438373141,0.272165813,0.425608325,0.367396502,0.478302075,0.384892334,0.534298921,0.368513689,0.322944116,0.469867633,0.571263914,0.360593077,0.611290323,0.370511142,0.278263197,0.33092309,0.32,0.377612998,0.775294118,0.358273406,0.4,0.23256445,0.2,0.62,0.521492669,0.558665021,0.657853194,0.7,1,Fe61B15Mo7Zr8Co6Y2Al1,5,899.5,955.6,1495
0.335847581,0.438416371,0.247769289,0.435705553,0.272165813,0.425608325,0.36254256,0.481908885,0.629638369,0.391912091,0.358562199,0.322944116,0.469881746,0.570725466,0.357037102,0.611290323,0.370827865,0.278263197,0.33196092,0.32,0.373967189,0.768235294,0.356421303,0.4,0.230529172,0.2,0.62,0.523331378,0.562579263,0.658991726,0.7,1,Fe61Co5Zr8Y2Cr2Mo7B15,5,907,977,1501
0.336343702,0.438416371,0.247769289,0.435075749,0.272165813,0.425608325,0.362940504,0.480117092,0.629638369,0.391912091,0.359582878,0.322944116,0.46989854,0.574309762,0.3505376,0.611290323,0.369271858,0.278263197,0.330588201,0.32,0.374287364,0.775294118,0.356687063,0.4,0.230258203,0.2,0.62,0.522416422,0.550133178,0.662074868,0.6,1,Fe61B15Mo7Zr8Co7Y2,5,904.6,916.4,1490
0.309971598,0.418007962,0.253646043,0.449713166,0.272165813,0.393011274,0.395888001,0.465891473,0.629638369,0.298600168,0.317186047,0.322944116,0.528657669,0.593250273,0.337715815,0.553225806,0.347295568,0.278263197,0.328878321,0.32,0.39627795,0.8,0.364755767,0.4,0.244776119,0.2,0.62,0.536826979,0.487683991,0.665087994,0.4,1,Fe62Co10Y6B22,2.5,885,932,1503
0.332073928,0.645016698,0.216146689,0.511625056,0.21781749,0.448074274,0.409919793,0.54688313,0.639607897,0.544247644,0.515748531,0.395184007,0.569806959,0.656599082,0.580588408,0.8,0.415084966,0.278263197,0.321687031,0.32,0.353338806,0.750588235,0.351278409,0.6,0.273051948,0.2,0.56,0.468104106,0.508308491,0.570536139,0.5,1,Fe63C15Mo14Er2B6,3,771,830,1389
0.333189453,0.641538013,0.220872768,0.470594505,0.21781749,0.448074274,0.378744882,0.536091056,0.639607897,0.544247644,0.518723853,0.395184007,0.525659549,0.641032309,0.601706102,0.8,0.429868622,0.311499751,0.299182484,0.32,0.32901939,0.732941176,0.341831976,0.6,0.259117183,0.2,0.56,0.488459677,0.50755201,0.626841144,0.5,1,Fe64Cr10Mo9C15Er2,5,803,850,1429
0.309750739,0.418007962,0.253646043,0.449721535,0.272165813,0.393011274,0.395270308,0.46607848,0.629638369,0.298600168,0.316856302,0.322944116,0.528732186,0.593320995,0.337709658,0.553225806,0.347325711,0.278263197,0.330124841,0.32,0.395543882,0.8,0.365310289,0.4,0.24491018,0.2,0.62,0.53742522,0.476105769,0.670003578,0.4,1,Fe64Co8Y6B22,2.5,884,927,1505
0.317006761,0.438416371,0.247769289,0.399239359,0.337797139,0.448074274,0.4055226,0.430104446,0.2,0.8,0.657715559,0.292503408,0.447305281,0.651440429,0.554604632,0.8,0.357938069,0.200231885,0.529207705,0.32,0.347389383,0.771764706,0.354603901,0.8,0.311215016,0.2,0.56,0.494579545,0.546705441,0.6815795,0.7,1,Fe65.5Cr4Mo4Ga4P12C5B5.5,3,745,806,1322
0.320349691,0.438416371,0.247769289,0.380907175,0.337797139,0.448074274,0.391633301,0.441884489,0.204232768,0.797537486,0.562226197,0.257973648,0.419661249,0.653030859,0.485411953,0.8,0.338676669,0.200231885,0.581793971,0.32,0.326770214,0.785882353,0.346820683,0.8,0.284406652,0.2,0.62,0.504375733,0.542403717,0.708963682,0.7,1,Fe66Co10Mo4(P0.45C0.2B0.2Si0.15)20,6,744,788,1221
0.31740448,0.362431141,0.275669775,0.358375039,0.359559616,0.415477223,0.392545913,0.407112881,0.2,0.8,0.65327632,0.292503408,0.416384401,0.654202587,0.53298104,0.8,0.339908131,0.200231885,0.529086967,0.32,0.344336253,0.8,0.353586,0.8,0.301364274,0.2,0.62,0.511168622,0.530313948,0.713657894,0.6,1,Fe65Co10Ga5P12C4B4,2,727,775,1205
0.30952988,0.418007962,0.253646043,0.44972728,0.272165813,0.393011274,0.39462986,0.466265488,0.629638369,0.298600168,0.316524572,0.322944116,0.528806261,0.593391716,0.337703371,0.553225806,0.347351213,0.278263197,0.331380537,0.32,0.394781585,0.8,0.365868141,0.4,0.245045045,0.2,0.62,0.538041056,0.46283993,0.67551083,0.4,1,Fe66Co6Y6B22,2,887,925,1509
0.336328828,0.693052505,0.212309293,0.601231004,0.272165813,0.695842473,0.482725727,0.491407128,0.638728232,0.522924078,0.429435755,0.322944116,0.5285171,0.593227771,0.337731185,0.708064516,0.376432554,0.278263197,0.33336745,0.32,0.39372181,0.8,0.371043771,0.4,0.246296296,0.2,0.56,0.540521994,0.46283993,0.676340292,0.4,1,Fe66W6Y6B22,2,897,981,1497
0.316037794,0.438416371,0.247769289,0.468048517,0.272165813,0.425608325,0.397937668,0.478623206,0.638728232,0.386623847,0.352943433,0.322944116,0.528546826,0.587086249,0.348261187,0.611290323,0.356915041,0.278263197,0.333766539,0.32,0.393524933,0.782352941,0.365681818,0.4,0.246153846,0.2,0.56,0.537376833,0.455428469,0.675210001,0.4,1,Fe67Mo5Y6B22,3.5,920,941,1483
0.309376577,0.418007962,0.253646043,0.44971971,0.272165813,0.395153803,0.394487345,0.46592409,0.617909513,0.305423709,0.317320018,0.322944116,0.529909465,0.591490271,0.338895693,0.553225806,0.347604596,0.272904428,0.335470667,0.32,0.398083673,0.8,0.364755767,0.4,0.244776119,0.2,0.68,0.537024927,0.455428469,0.677258057,0.4,1,Fe67Ni5Y6B22,1,866,891,1469
0.331751907,0.693052505,0.212309293,0.586674788,0.272165813,0.695842473,0.472504634,0.487310359,0.638728232,0.522924078,0.417329897,0.322944116,0.528604048,0.593290456,0.337723531,0.708064516,0.372336609,0.278263197,0.333672403,0.32,0.393524933,0.8,0.370454545,0.4,0.246153846,0.2,0.56,0.540434018,0.455428469,0.679204778,0.4,1,Fe67W5Y6B22,3,882,970,1497
0.306404555,0.438416371,0.247769289,0.413888135,0.32952431,0.448074274,0.422028648,0.45366886,0.204232768,0.797537486,0.596144402,0.257973648,0.485437815,0.661179748,0.534555249,0.8,0.367643662,0.200231885,0.581698872,0.32,0.350596436,0.783411765,0.357064899,0.8,0.307876302,0.2,0.56,0.478531723,0.53548762,0.658287993,0.8,1,Fe68.3C6.9Si2.5B6.7P8.8Cr2.2Mo2.5Al2.1,4,795,835,1316
0.309309021,0.418007962,0.253646043,0.449730381,0.272165813,0.393011274,0.393966114,0.466452495,0.629638369,0.298600168,0.316190845,0.322944116,0.528879894,0.593462438,0.337696953,0.553225806,0.347372061,0.278263197,0.332645652,0.32,0.393990302,0.8,0.366429354,0.4,0.245180723,0.2,0.62,0.538674487,0.447374238,0.6817844,0.4,1,Fe68Co4Y6B22,2,896,941,1414
0.314603696,0.438416371,0.247769289,0.464914873,0.272165813,0.425608325,0.396931508,0.476263867,0.638728232,0.386623847,0.346993121,0.322944116,0.528645286,0.588389775,0.346274261,0.611290323,0.355181049,0.278263197,0.334053321,0.32,0.393312886,0.785882353,0.366062465,0.4,0.24601227,0.2,0.56,0.537882698,0.447374238,0.67918119,0.4,1,Fe68Mo4Y6B22,6.5,915,944,1488
0.309274722,0.418007962,0.253646043,0.449722611,0.272165813,0.395153803,0.394117328,0.466104574,0.617909513,0.305423709,0.316963493,0.322944116,0.529735476,0.591912993,0.338662833,0.553225806,0.347569797,0.272904428,0.33541753,0.32,0.397003839,0.8,0.365310289,0.4,0.24491018,0.2,0.68,0.537601173,0.447374238,0.680784388,0.4,1,Fe68Ni4Y6B22,1.5,872,907,1470
0.327174986,0.693052505,0.212309293,0.569258854,0.272165813,0.695842473,0.460868531,0.483213589,0.638728232,0.522924078,0.403470865,0.322944116,0.528690129,0.593353141,0.337715776,0.708064516,0.367979338,0.278263197,0.333977883,0.32,0.393312886,0.8,0.369868935,0.4,0.24601227,0.2,0.56,0.540346041,0.447374238,0.682300633,0.4,1,Fe68W4Y6B22,4,874,971,1504
0.313169598,0.438416371,0.247769289,0.461535568,0.272165813,0.425608325,0.395892297,0.473904528,0.638728232,0.386623847,0.340405209,0.322944116,0.528742413,0.589693302,0.344225603,0.611290323,0.353366194,0.278263197,0.33434057,0.32,0.393085904,0.789411765,0.366440784,0.4,0.24587156,0.2,0.56,0.538397361,0.438525379,0.683407293,0.4,1,Fe69Mo3Y6B22,6,908,958,1488
0.309172867,0.418007962,0.253646043,0.449724949,0.272165813,0.395153803,0.393740324,0.466285058,0.617909513,0.305423709,0.316604979,0.322944116,0.529560124,0.592335715,0.338425223,0.553225806,0.347531922,0.272904428,0.335364408,0.32,0.395888433,0.8,0.365868141,0.4,0.245045045,0.2,0.68,0.538186217,0.438525379,0.684578847,0.4,1,Fe69Ni3Y6B22,1.5,874,910,1503
0.322598065,0.693052505,0.212309293,0.548264169,0.272165813,0.695842473,0.447537554,0.479116819,0.638728232,0.522924078,0.387406671,0.322944116,0.528775346,0.593415826,0.337707917,0.708064516,0.363337394,0.278263197,0.334283893,0.32,0.393085904,0.8,0.369286906,0.4,0.24587156,0.2,0.56,0.540258065,0.438525379,0.68568151,0.4,1,Fe69W3Y6B22,4,868,973,1505
0.309088162,0.418007962,0.253646043,0.449730817,0.272165813,0.393011274,0.393278508,0.466639503,0.629638369,0.298600168,0.315855108,0.322944116,0.528953086,0.593533159,0.337690408,0.553225806,0.347388242,0.278263197,0.333920434,0.32,0.393169246,0.8,0.366993958,0.4,0.245317221,0.2,0.62,0.539325513,0.428623594,0.689202397,0.4,1,Fe70Co2Y6B22,2,898,944,1420
0.311735499,0.438416371,0.247769289,0.457892224,0.272165813,0.425608325,0.394819068,0.471545189,0.638728232,0.386623847,0.333071159,0.322944116,0.528838211,0.590996828,0.342112781,0.611290323,0.351466971,0.278263197,0.334628286,0.32,0.392844216,0.792941176,0.366816796,0.4,0.245731707,0.2,0.56,0.538920821,0.428623594,0.68797368,0.4,1,Fe70Mo2Y6B22,3.5,907,969,1508
0.326999285,0.67755241,0.21346963,0.530705417,0.272165813,0.522267,0.394359168,0.477266314,0.638728232,0.361717922,0.34252517,0.322944116,0.512863735,0.587910798,0.337131476,0.553225806,0.344942837,0.278263197,0.336893318,0.32,0.384604084,0.785882353,0.363522899,0.4,0.241259799,0.2,0.56,0.52227346,0.452661377,0.681670401,0.5,1,Fe70Nb4Hf3Y3B20,3.5,850,924,1437
0.309071012,0.418007962,0.253646043,0.449726723,0.272165813,0.395153803,0.39335624,0.466465542,0.617909513,0.305423709,0.316244459,0.322944116,0.529383404,0.592758437,0.338182847,0.553225806,0.347490962,0.272904428,0.335311302,0.32,0.394736364,0.8,0.366429354,0.4,0.245180723,0.2,0.68,0.538780059,0.428623594,0.688730373,0.4,1,Fe70Ni2Y6B22,2,880,925,1509
